Lp.;Nazwa w≥asna;Telefon;Email;Charakter us≥ug;Kategoria obiektu;Rodzaj obiektu;Adres
780;DW”R W ZABUØU HOTEL SPA;83/3598725;;sta≥y;***;hotel;08-220 Zabuøe, Zabuøe 40
781;HOTEL POLSKI POD BIA£YM OR£EM;(12) 422-11-44;hotel.polski@podorlem.com.pl;sta≥y;***;hotel;31-015 KrakÛw, ul. Pijarska 17
782;ALMA;95 746-35-5;office@hotelalma.com.pl;sta≥y;***;hotel;74-320 Barlinek, Strzelecka 6a
783;IBIS KRAK”W CENTRUM;(12) 299-33-00;H3710@accor.com;sta≥y;***;hotel;30-102 KrakÛw, ul. Syrokomli 2
784;PARK HOTEL HALINA PIETRASZEK,UL.KIJOWSKA 20,85-70;523 763 626;parkhotel@parkhotel.bydgoszcz.pl;sta≥y;***;hotel;85-211 Bydgoszcz, Wroc≥awska 3
785;VILLA SZAMOCIN;226 142 126;kontakt@villaszamocin.pl;sta≥y;***;hotel;03-002 Warszawa, Szamocin 28
786;SOFIA;713460463;marketing@hotelsofia.pl;sta≥y;***;hotel;50-014 Wroc≥aw, PI£SUDSKIEGO 104
787;OTTAVIANO;091/ 321 44 03;;sta≥y;***;hotel;72-600 åwinoujúcie, Monte Cassino 3
788;NAD STAR• NID•;41 357-24-40;info@hotelnsn.pl;sta≥y;***;hotel;28-400 PiÒczÛw, Armii Ludowej 4
789;WILLA POD SKOCZNI•;(18)201-46-82;rezerwacja@podskocznia.pl;sta≥y;***;hotel;34-500 Zakopane, ul. Pi≥sudskiego 59a
790;PIOTR;748867421;;sta≥y;***;hotel;58-371 BoguszÛw-Gorce, KOåCIUSZKI 4
791;PIAST;914 144 536;warsp@vp.pl;sta≥y;***;hotel;74-520 Cedynia, åwierczewskiego 2
792;PANORAMA;41265-40-37,;hotel.panorama@neostrada.pl;sta≥y;***;hotel;27-400 Ostrowiec åwiÍtokrzyski, JÍdrzejÛw 84A
793;MAGNOLIA;41366-79-12;recepcja@hotelmagnolia.pl;sta≥y;***;hotel;26-052 Bolechowice, ZgÛrsko 90A
794;ASPEN;774394805;recepcja@hotelaspen.pl;sta≥y;***;hotel;48-340 Podlesie, 52
795;PA£AC KORONNY;797 586 535,61;biuro@palackoronny.pl;sta≥y;***;hotel;28-330 åwiπtniki, åwπtniki
796;"""KARCZMA CHE£MI—SKA""";566 790 605;;sta≥y;***;hotel;86-200 Che≥mno, 22 Stycznia 1b
797;Atlas;544 162 626;biuro@hotelatlas.com.pl;sta≥y;***;hotel;87-720 Ciechocinek, Reymonta 1
798;HOTEL - RESTAURACJA VARIA;23-697-37-75;hotelvaria@hotelvaria.pl;sta≥y;***;hotel;13-200 Dzia≥dowo, Hallera 30
799;JAN;94 314 31 20;;sta≥y;***;hotel;76-150 Dar≥owo, ul. S≥owiaÒska 24
800;STEFANIA;(0 18)472-51-10;recepcja@hotelstefania.pl;sta≥y;***;hotel;33-380 Krynica-ZdrÛj, ul. Pi≥sudskiego 13
801;AUTOMOBIL HOTEL;(12) 651-39-30;recepcja@automobilhotel.pl;sta≥y;***;hotel;30-732 KrakÛw, ul. P≥k. dπbka 13
802;KAMIENICZKA;76723739296;;sta≥y;***;hotel;59-220 Legnica, M≥ynarska 13-16
803;Hotel Pietrak;52 315 44 00;;sta≥y;***;hotel;62-240 Trzemeszno, Foluska 4
804;"""CZTERY PORY ROKU""";0 - 58 692 -;info@mcse.com.pl;sta≥y;***;hotel;83-010 Straszyn, Spacerowa 28
805;VILLA AURELIA HOTEL&SPA;815 014 126;hotel@villaaurelia.pl;sta≥y;***;hotel;24-140 Na≥ÍczÛw, al.Lipowa 17
806;ROMA;62 501 75 55;;sta≥y;***;hotel;62-800 Kalisz, chopina 9
807;ZDROJOWY PRO-VITA;94 355-40-00;biuro@pro-vita.pl;sta≥y;***;hotel;78-100 Ko≥obrzeg, Koúciuszki 17
808;U PIETRZAK”W: MAREK PIETRZAK;22 799 77 71;;sta≥y;***;hotel;05-220 Zielonka, Lipowa 20
809;PODZAMCZE HOTEL RESTAURACJA;227260066;recepcja@podzamczehotel.pl;sta≥y;***;hotel;05-530 GÛra Kalwaria, wojska polskiego 43
810;HOTEL SANTA MONICA;87-420-70-57;biuro@hotelsantamonica.pl;sta≥y;***;hotel;11-730 Miko≥ajki, Papieøa Jana Paw≥a II 3
811;ZABAWA;14 678-14-47;recepcja@hotelzabawa.pl;sta≥y;***;hotel;33-133 Wa≥-Ruda, Zabawa 9a
812;PA£AC ZDUNOWO;23-6619800;;sta≥y;***;hotel;09-142 Zdunowo, zDUNOWO 50
813;Hotel Pietrak;052 315 44 00;hp-trzemeszno@post.pl;sta≥y;***;hotel;62-240 Trzemeszno, Foluska 4
814;"""REJS""";0 - 58 774 -;recepcja@hotel-rejs.pl;sta≥y;***;hotel;84-120 W≥adys≥awowo, Hryniewieckiego 4
815;DwÛr Pan Tadeusz;523 247 062;restauracja@dworpantadeusz;sta≥y;***;hotel;86-031 Osielsko, Kπkolowa 2
816;"""PA£AC MARYSIE—KI""";58/535-25-37;sekretariat@zamek-gniew.pl;sta≥y;***;hotel;83-140 Gniew, Zamkowa 3
817;HOTEL OLIMP;774 362 839;olimpbiuro@op.pl;sta≥y;***;hotel;48-200 Prudnik, £ucznicza 1
818;HOTEL POZYTON;523 290 500;pozyton.recepcja@co.bydgoszcz.pl;sta≥y;***;hotel;85-796 Bydgoszcz, I.Romanowskiej 2
819;ZABAWA;14 678-14-47;recepcja@hotelzabawa.pl;sta≥y;***;hotel;33-133 Wa≥-Ruda, Zabawa 9a
820;Kuünia;052 3213170, 05;hotel@klubkuznia.pl;sta≥y;***;hotel;85-005 Bydgoszcz, GdaÒska 67
821;SAFIR;61 860 48 44;;sta≥y;***;hotel;60-171 PoznaÒ, Zmigrodzka 41/49
822;ANTYCZNY DW”R;17 859 58 15;antycznydwor@vp.pl;sta≥y;***;hotel;36-054 Rudna Ma≥a, -
823;VILLA BOLESTRASZYCE;739 039 039;INFO@BOLESTRASZYCE.PL;sta≥y;***;hotel;37-722 Bolestraszyce, BOLESTRASZYCE 154A
824;GRYF;48/3655405;;sta≥y;***;hotel;26-600 Radom, Pu≥awska 8
825;JESTER;(071) 345 86 00;info@hotel-jester.com;sta≥y;***;hotel;51-427 Wroc≥aw, Kowalska 63
826;ZIELONY ZAK•TEK;+ 48 607-092-3;zielonyzakatek@wp.pl;sta≥y;***;hotel;07-411 Susk Stary, Susk Stary 10
827;JAKUB SOBIESKI;713014180;jadrom@op.pl;sta≥y;***;hotel;55-200 O≥awa, åW.ROCHA 1
828;ATRIA;(91) 43 11 11;aleksandra.jelinska@neostrada.pl;sta≥y;***;hotel;72-100 GoleniÛw, øÛ≥wia 1i
829;TWIERDZA;(12) 285-08-08;hotel@twierdza.com.pl;sta≥y;***;hotel;32-087 Zielonki, ul. Do Fortu 8
830;"""NA SKARPIE""";52/334-13-30;naskarpie@naskarpie.eu;sta≥y;***;hotel;89-606 Charzykowy, Bytowska 2
831;CENTRUM BANKIETOWO-KONFERENCUJNE KORONA PALACE;423070590;kontakt@korana-palace.pl;sta≥y;***;hotel;95-043 Leünica Wielka, oSIEDLE 18
832;Hotel Royal;061 858 23 00;royal@hotel-royal.com.pl;sta≥y;***;hotel;61-808 PoznaÒ, åw. Marcin 71
833;Wodnik;;;sta≥y;***;hotel;63-700 Krotoszyn, Raszkowwska 78a
834;SILFOR PREMIUM EUROPEJSKI;717721000;recepcja@silfor.pl;sta≥y;***;hotel;50-017 Wroc≥aw, PI£SUDSKIEGO 88
835;PIWNICA RYCERSKA;(33) 845-25-05;poczta@rycerska.pl;sta≥y;***;hotel;32-650 KÍty, Rynek 8
836;CAMPANILE STARE MIASTO;(071) 326-78-00;WROCLAW@CAMPANILE.COM;sta≥y;***;hotel;50-201 Wroc≥aw, W. Jagie≥≥y 7
837;WIELOPOLE;(12 )422-14-75;office@wielopole.pl;sta≥y;***;hotel;31-072 KrakÛw, ul. Wielopole 3
838;AQUA;(076) 74-62-888;;sta≥y;***;hotel;59-100 Polkowice, M≥yÒska 6
839;METRO;(074) 811 92 00;info@hotelmetro.pl;sta≥y;***;hotel;57-300 K≥odzko, Boguszyn 79 B
840;KOLUMNAPARK;0-43 677-27-27;;sta≥y;***;hotel;95-082 PrzygoÒ, Hotelowa 1, p-ta DobroÒ
841;SOLINA SPA;13 461 80 31;recepcja@hotelsolina.eu;sta≥y;***;hotel;38-623 Myczkowce, Myczkowce
842;G”RSKI;0-44 616-44-34;recepcja@hotel-gorski.net;sta≥y;***;hotel;97-320 Proszenie, p-ta WolbÛrz
843;HOTEL RUBBENS;566 631 440;darek@kaskada.torun.komp.pl;sta≥y;***;hotel;87-148 £ysomice, ToruÒska 10 a
844;BRISTOL;41 368-24-60,;hotel@bristol.kielce.pl;sta≥y;***;hotel;25-007 Kielce, Sienkiewicza 21
845;Pa≥ac Wolsztyn;;;sta≥y;***;hotel;64-200 Wolsztyn, Drzyma≥y 4
846;HOTEL KALCHEM;564935251;hotel@kalchem.com.pl;sta≥y;***;hotel;87-313 Brzozie, brzozie 157
847;"""RADOCZA PARK"" HOTEL ACTIVE & SPA";(33) 873-49-10;recepcja@radoczapark.pl;sta≥y;***;hotel;34-100 Radocza, ul. parkowa 1
848;PA£ACYK;076 86 20 444;;sta≥y;***;hotel;59-220 Legnica, Koúciuszki 37
849;"HOTEL ""LAWORTA""";602 669 774;info@laworta.pl;sta≥y;***;hotel;38-700 Ustrzyki Dolne, NadgÛrska 107
850;DWOREK ZA LASEM;43 829-58-83;kontakt@dworekzalasem.pl;sta≥y;***;hotel;98-290 W≥yÒ, W≥yÒ 9a
851;PORTOFINO;542 330 555;hotel@portofino.com.pl;sta≥y;***;hotel;87-800 W≥oc≥awek, Kazimierza Wielkiego 4E
852;STOD”£KA;41 303 46 90;rezerwacja@hotelmiedzianagora.pl;sta≥y;***;hotel;26-085 ∆miÒsk, åwiÍtokrzyska 89
853;ORBITA;(071) 350-10-20;;sta≥y;***;hotel;54-239 Wroc≥aw, Wejherowska 2
854;LUXOR;887175175;biuro@hotelluxor.pl;sta≥y;***;hotel;20-284 Lublin, warszawska 175 a
855;"HOTEL ""IKAR""";523 668 000;recepcja@hotel-ikar.pl;sta≥y;***;hotel;85-312 Bydgoszcz, SzubiÒska 32
856;SPORT HOTEL;0-44 632-13-25;sport@hotel.pl;sta≥y;***;hotel;97-400 Be≥chatÛw, 1-go Maja 63
857;CYKADA;564 743 169;biuro@zajazd-cykada.pl;sta≥y;***;hotel;87-313 Brzozie, Jajkowo 51
858;CHOJNIK;(075) 762-12-11;;sta≥y;***;hotel;58-562 PodgÛrzyn, Zache≥mie 24
859;KSI•Ø CY;767 224 466;;sta≥y;***;hotel;59-220 Legnica, DWORCOWA 9
860;VILLA PARK;256323003;villapark@hotel.siedlce.pl;sta≥y;***;hotel;08-110 Siedlce, nauczycielska 12
861;DW”R CHOTYNIA;+ 48 025 684 83;dwor@chotynia.pl;sta≥y;***;hotel;08-460 Sobolew, Chotynia 96
862;GAL;(14) 688-99-32;;sta≥y;***;hotel;33-100 TarnÛw, dworcowa 5
863;POD KOGUTKIEM;(12) 273-11-58;hotel@podkogutkiem.com;sta≥y;***;hotel;32-442 Krzywaczka, Krzywaczka 7
864;SANATORIUM UZDROWISKOWE RYBNICZANKA;91-321-45-32;rybniczanka@nat.pl;sta≥y;***;hotel;72-600 åwinoujúcie, Kasprowicza 14
865;HOTEL IBIS WARSZAWA REDUTA;225 722 500;h7125@accor.com;sta≥y;***;hotel;02-366 Warszawa, Bitwy warszawskiej 1920 r. 16
866;IBIS WROC£AW CENTRUM;713445925;;sta≥y;***;hotel;53-332 Wroc≥aw, PowstaÒcÛw ålπskich 7b
867;OLENDER;566 220 606;marketing@olender.info;sta≥y;***;hotel;87-400 Wielka Nieszawka, ToruÒska 34/40
868;HELLON;713 172 429;info@hotel.hellon.com.pl;sta≥y;***;hotel;55-300 åroda ålπska, WROC£AWSKA 86
869;"""KOZI GR”D""";58 692 07 80;jola@kozigrod.pl;sta≥y;***;hotel;83-047 Pomlewo, LeúnikÛw 3
870;"""ZONG HUA""";58/550 -20-20;rezerwacja@hotelchinski.pl;sta≥y;***;hotel;81-769 Sopot, Al. Wojska Polskiego 1
871;WODNIK;(071)34-33-667;;sta≥y;***;hotel;50-421 Wroc≥aw, Na Grobli 28
872;PORTO;447381654;recepcja@hotelport.com.pl;sta≥y;***;hotel;97-500 Radomsko, PORTOWA 14-20
873;"""LIVAL""";0 - 58 52 -;info@hotel-lival.pl;sta≥y;***;hotel;80-512 GdaÒsk, M≥odzieøy Polskiej 10-12
874;JAGIE££O;846 962 069;hotel-jagiello@wp.pl;sta≥y;***;hotel;22-500 HrubieszÛw, grabowiecka 20
875;SEVEN;62 764 43 43;info@hotelseven.pl;sta≥y;***;hotel;62-800 Kalisz, czÍstochowska 77
876;HOTEL AUSTERIA CONFERENCE &SPA;542 317 000;recepcja@hotelausteria.pl;sta≥y;***;hotel;87-720 Ciechocinek, Bema 32
877;"""JANTAR""";59 814 40 93;biuro@jantar.ustka.pl;sta≥y;***;hotel;76-270 Ustka, Wczasowa 14
878;PIAST - ROMAN;(074) 852-13-93;recepcja@hotel-piast-roman.pl;sta≥y;***;hotel;58-100 åwidnica, Kotlarska 11
879;HOTEL RUDNIK;056 4623745 4;rezerwacje@hotelrudnik.pl;sta≥y;***;hotel;86-300 Grudziπdz, Mi≥a 2
880;HOTEL AUTOS;523 876 666;restauracja@autos.com.pl;sta≥y;***;hotel;86-050 Solec Kujawski, PowstaÒcÛw 19
881;Novotel Malta;;;sta≥y;***;hotel;61-028 PoznaÒ, Warszawska 64/66
882;NEST;;;sta≥y;***;hotel;62-200 Gniezno, JanaII Sobieskiego 20
883;HOTEL AUSTERIA CONFERENCE &SPA;542 317 000;recepcja@hotelausteria.pl;sta≥y;***;hotel;87-720 Ciechocinek, Bema 32
884;FOCUS KATOWICE CHORZ”W;+48 32 707 45 8;CHORZOW@FOCUSHOTELS.PL;sta≥y;***;hotel;41-506 ChorzÛw, Armii Krajowej 15
885;"""SPICHRZ""";58/694-03-55;recepcja@borcz.com.pl;sta≥y;***;hotel;83-312 Hopowo, Borcz 4
886;U MARII;(95) 736-66-56,;hotel@umarii.pl;sta≥y;***;hotel;66-400 GorzÛw Wielkopolski, Walczaka 8
887;STARE MIASTO;61 663 62 42;rezerwacja@hotelstaremiasto.pl;sta≥y;***;hotel;61-884 PoznaÒ, Rybaki 36
888;ZIELONA WERANDA;043 842-88-37,;info@zielonaweranda.com.pl;sta≥y;***;hotel;98-300 Widoradz, p-ta WieluÒ
889;ZAJAZD Z£OTA PODKOWA;566 838 010;recepcja@zajazdzlotapodkowa.pl;sta≥y;***;hotel;87-400 Wrocki, Wrocki 84
890;HOTEL UZDROWISKOWY ST. GEORGE;542 530 000;info@st.-george.pl;sta≥y;***;hotel;87-720 Ciechocinek, Wojska Polskiego 2
891;Przy Oúlej Bramie;;;sta≥y;***;hotel;58-300 Wa≥brzych, PiastÛw ålπskich 1
892;ZAJAZD FOLKLOR;833119247;info@zajazdfolklor.pl;sta≥y;***;hotel;21-560 Rogoüniczka, rogoüniczka 25
893;MAXYMILIAN;(94) 354-00-12;;sta≥y;***;hotel;78-100 Ko≥obrzeg, Borzymowskiego 3-4
894;Bast;052-357-20-24 d;bast@hotelbast.pl;sta≥y;***;hotel;88-100 Inowroc≥aw, KrÛlowej Jadwigi 35
895;HOTEL CAMPANILE;52 586-20-00;bydgoszcz@campanile.com;sta≥y;***;hotel;85-027 Bydgoszcz, JagielloÒska 59
896;WIåNIEWSKI;413518444;hotel@zajazdwisniewskich.com;sta≥y;***;hotel;28-520 KraúniÛw, KraúniÛw
897;BOROWIECKI;42 288-01-00;recepcja@hotelborowiecki.pl;sta≥y;***;hotel;91-078 £Ûdü, Kasprzaka 7/9
898;ARKADIA;713035656;biuro@arkadiahotel.com.pl;sta≥y;***;hotel;55-220 Jelcz-Laskowice, ZACHODNIA 12
899;HOTEL GROMAN;22 720-25-25;hotel@groman.pl;sta≥y;***;hotel;05-090 SÍkocin Stary, Al. Krakowska 76
900;POD WIERZB•;748 578 144;;sta≥y;***;hotel;58-100 åwidnica, CZ STOCHOWSKA 1
901;VICTORIA;091/ 43 43 855;;sta≥y;***;hotel;70-207 Szczecin, pl. Batorego 2
902;ACTIVE;(94) 37 418 18;recepcja@hotelactive.pl;sta≥y;***;hotel;78-400 Szczecinek, Ordona 29
903;SOLPARK;0-44 731-65-17;bok@kompleks-solpark.pl;sta≥y;***;hotel;97-410 KleszczÛw, Sportowa 3
904;MILENIUM;767135300;;sta≥y;***;hotel;59-220 Legnica, CHOJNOWSKA 150
905;HOTEL MARATON;523 411 211;nfo@hotelmaraton.pl;sta≥y;***;hotel;85-683 Bydgoszcz, PowstaÒcÛw Warszawy 13
906;PIKUL;818 882 260;rezerwacja@hotelpikul.pl;sta≥y;***;hotel;24-100 Pu≥awy, lubelska 65
907;KOSOBUDZ;510 273 242;agnieszka@hotelkosobudz.pl;sta≥y;***;hotel;66-220 Kosobudz, Kosobudz 24a
908;ADRIA;+48 32 342 20 46;restauracja@restauracjaadria.pl;sta≥y;***;hotel;41-700 Ruda ålπska, Wolnoúci 1
909;CAMPANILE;(81) 531 84 00;lublin@campanile.com;sta≥y;***;hotel;20-072 Lublin, ul. Lubomelska 14-16
910;VERTIGO;785923679;;sta≥y;***;hotel;47-320 Gogolin, Plac BenedyktyÒski 1
911;AGAT;0-44 646-28-49,;biuro@hotelagat.pl;sta≥y;***;hotel;97-300 PiotrkÛw Trybunalski, Wojska Polskiego 118
912;Hotel Zajazd Pod Szyszkami;062 722 70 00;podszyszkami@poczta.onet.pl;sta≥y;***;hotel;63-700 Krotoszyn, Zdunowska 160
913;FADO;746666370;RECEPCJA@HOTELFADO.EU;sta≥y;***;hotel;58-100 åwidnica, M.KONOPNICKIEJ 6-8
914;MALINOWSKI;+48 32 707 10 1;RECEPCJA@HOTELMALINOWSKI.PL;sta≥y;***;hotel;44-100 Gliwice, Portowa
915;"""BRDA""";052-322-4061;recepcja@hotelbrda.com.pl;sta≥y;***;hotel;85-010 Bydgoszcz, Dworcowa 94
916;BONA;13 464 65 05;hotel@bona.sanok.pl;sta≥y;***;hotel;38-500 Sanok, ul.Bia≥ogÛrska 47
917;Hotel Komeda;062 591 78 78;info@kotel-komeda.com.pl;sta≥y;***;hotel;63-400 OstrÛw Wielkopolski, Ks. Kompa≥≥y 9
918;KAZIMERZ”WKA;81 80413 87;recepcja@kazimierzowka.pl;sta≥y;***;hotel;24-120 Kazimierz Dolny, gÛry 10
919;GAZD”WKA SPA W ØO£ DOWIE;523 282 780;hotel@gazdowka.com.pl;sta≥y;***;hotel;86-031 Øo≥Ídowo, szosa gdaÒska 9
920;KAMERALNY;041/348 25 30;recepcja@hotelkameralny.com;sta≥y;***;hotel;25-394 Kielce, Tarnowska 7
921;PRZEPI”RECZKA;(81) 501 41 29;biuro@przepioreczka.com.pl;sta≥y;***;hotel;24-140 Na≥ÍczÛw, ul. 1-go Maja 6
922;SILVIA GOLD;+48 32 701 12 0;gold@hotelsilvia.pl;sta≥y;***;hotel;44-100 Gliwice, Studzienna 8
923;ARKADIA;(33) 872-25-71;bogdan26@onet.eu;sta≥y;***;hotel;34-124 Klecza GÛrna, Klecza GÛrna 116a
924;POD FILARAMI;+48 32 295 03 80;;sta≥y;***;hotel;41-250 Czeladü, DehnelÛw
925;DWOREK POD CZERWONYM BUKIEM;774033919;;sta≥y;***;hotel;47-214 Komorno, Harcerska 85
926;Hotel Zagroda Bamberska;061 848 43 16,;recepcja@zagrodabamberska.com.pl;sta≥y;***;hotel;60-534 PoznaÒ, Koúcielna 43
927;LOTOS;(83) 341 11 39;wostim@pro.onet.pl;sta≥y;***;hotel;21-500 Woskrzenice Duøe, Woskrzenice Duøe 21 A
928;"Hotel""LORD""";694 416 685;;sta≥y;***;hotel;39-200 DÍbica, Leúna 36
929;HOLIDAY INN EXPRESS WARSAW AIRPORT;223733700;michal.calka@express-warsawairport.com;sta≥y;***;hotel;02-822 Warszawa, poleczki 31
930;DW”R KRESOWY;16 623 60 00;dworkresowy@gmail.pl;sta≥y;***;hotel;37-550 Radymno, S≥owackiego 36
931;LESZCZY—SKI;0-42 211-13-17;recepcja@hotelleszczynski.pl;sta≥y;***;hotel;95-050 KonstantynÛw £Ûdzki, Ignacew 9
932;PORTO FINO;0-42 230-93-99;hotel@porto-fino.pl;sta≥y;***;hotel;95-100 LuÊmierz-Oúrodek, Sadowa 4
933;Hotel Villa Royal;062 737 45 00;villaroyal@villaroyal.pl;sta≥y;***;hotel;63-400 OstrÛw Wielkopolski, Sienkiewicza 2a
934;"""CHOPIN""";0-58 713-96-1;recepcja@hotelchopin.gda.pl;sta≥y;***;hotel;83-000 Pruszcz GdaÒski, Chopina 28
935;HOTEL PODKOWA;608-704-550;biuro@hotelpodkowa.eu;sta≥y;***;hotel;09-400 Maszewo Duøe, Weso≥a 10
936;"""GO£•BEK""";0 - 59 866 -;hotel-golabek@post.pl;sta≥y;***;hotel;84-360 £eba, Wybrzeøe 10
937;LOTHUS;(071) 344-28-81;;sta≥y;***;hotel;50-148 Wroc≥aw, Wita Stwosza 22/23
938;CRISTAL PARK;(14) 633-23-82;hotel@hotel.cristalpark.pl;sta≥y;***;hotel;33-101 TarnÛw, ul. Traugutta 5
939;ATLANTA;857 181 580;;sta≥y;***;hotel;16-080 Jeøewo Stare, JEØEWO STARE
940;NA UBOCZU;228851352;zajazdnauboczu@oit.pl;sta≥y;***;hotel;02-988 Warszawa, jara 4a
941;VIS A VIS £A—CUT;17 225 01 65;exodus-lancut@wp.pl;sta≥y;***;hotel;37-100 £aÒcut, Plac Sobieskiego 14
942;WOJCIECH;87 844-72-37;cezar@cezar.eu;sta≥y;***;hotel;16-300 AugustÛw, Wojciech 8
943;Hotel Magda;063 270 87 00;recepcja@hotelmagda.com.pl;sta≥y;***;hotel;62-563 LicheÒ Stary, ToruÒska 27
944;MARIA;(074) 665-01-00;hotel-maria@op.pl;sta≥y;***;hotel;58-306 Wa≥brzych, Wroc≥awska 134 b
945;SKALITE;033-817-91-45;recepcja@hotelskalite.pl;sta≥y;***;hotel;43-374 Szczyrk, KrokusÛw 4
946;U Mocnego;;;sta≥y;***;hotel;61-184 , Z≥otowska 81
947;BORUTA;(18) 201-35-89;boruta@pensjonatboruta.pl;sta≥y;***;hotel;34-500 Zakopane, ul. Cha≥ubiÒskiego 28
948;KOCHAN”W;(12) 285-37-97;hotel@kochanow.pl;sta≥y;***;hotel;32-064 KochanÛw, ul. Lubomirskich 61
949;LOFT 1898;87 739-59-00;;sta≥y;***;hotel;16-400 Suwa≥ki, Gen. Kazimierza Pu≥askiego 24K
950;ZAMEK KR”LEWSKI W NIEPO£OMICACH;(0 12) 281-32-3;fundacja@zamekkrolewski.com.pl;sta≥y;***;hotel;32-005 Niepo≥omice, ul. Zamkowa 2
951;"""BARTAN""";0 - 58 308 -;hotel@bartan.pl;sta≥y;***;hotel;80-680 GdaÒsk, Turystyczna 9A
952;TROFANA;(91) 32 80 482;INFO@TROFANA.PL;sta≥y;***;hotel;72-500 MiÍdzyzdroje, zDROJOWA 9
953;BACHLED”WKA;18 265-81-78;rezerwacja@bachledowka.pl;sta≥y;***;hotel;34-407 Ciche, Czerwienne - BachledÛwka 353
954;SILVER;85 744-88-11;;sta≥y;***;hotel;15-396 Bia≥ystok, Kopernika 97
955;365;41 361-55-55;pawel@hotel-365.pl;sta≥y;***;hotel;25-127 Kielce, Al. Na Stadion 365
956;VESTINA;033- 855-55-40,;recepcja@hotel-vestina.pl;sta≥y;***;hotel;43-460 Wis≥a, Malinka 35
957;NOSSELIA;236930090;recepcja@farmakrzyczki.pl;sta≥y;***;hotel;05-190 Nasielsk, krzyczki szumne 44
958;PETRUS;(12) 269-29-46;hotel@hotelpetrus.pl;sta≥y;***;hotel;30-321 KrakÛw, ul. PietrusiÒskiego 12
959;BEATA;18 471-49-17;marketing@hotelbeata.pl;sta≥y;***;hotel;33-370 Muszyna, Z≥ockie 103
960;ODESSA RESTAURACJA;48 604 262 797;;sta≥y;***;hotel;18-200 Wysokie Mazowieckie, Przemys≥owa 6
961;"""RENUSZ""";0 - 58 308 -;renusz@renusz.com.pl;sta≥y;***;hotel;80-680 GdaÒsk, NadwiúlaÒska 56
962;PA£AC TARNOWSKICH;41344-25-10;palac@tara.kielce.pl;sta≥y;***;hotel;27-400 Ostrowiec åwiÍtokrzyski, Kuünia 54
963;SUPRAåL;85 717 20 00;rentos@interia.eu;sta≥y;***;hotel;16-030 Supraúl, Bia≥ostocka 19
964;CZTERY PORY ROKU;85 655-05-54;;sta≥y;***;hotel;17-100 Piliki, Piliki 133
965;OLIMPIA;32 422 21 40;info@hotel-olimpia.pl;sta≥y;***;hotel;44-213 Rybnik, Hotelowa 12
966;MARTEX;236722913;recepcja@hotelmartex.pl;sta≥y;***;hotel;09-100 P≥oÒsk, grunwaldzka 53
967;BEST WESTERN KRAK”W OLD TOWN;(12) 422-76-66;hotel@bwkrakow.pl;sta≥y;***;hotel;31-046 KrakÛw, ul. åw. Gertrudy 6
968;JAN;12 421-76-40;biuro@jan-krakow.pl;sta≥y;***;hotel;31-006 KrakÛw, ul. Grodzka 11
969;"""GALION""";58 324-81-00;recepcja@hotelgalion.pl;sta≥y;***;hotel;80-642 GdaÒsk, Stogi 20
970;ELEKTOR;12 423-23-17;elektor@hotelelektor.com.pl;sta≥y;***;hotel;31-024 KrakÛw, ul. Szpitalna 28
971;NOWODWORY;86 277 10 88;;sta≥y;***;hotel;18-230 Ciechanowiec, Pa≥acowa 7
972;åWI CICE;227210061;recepcja@hotelswiecice.pl;sta≥y;***;hotel;05-860 Nowe åwiÍcice, wiosenna 1
973;"HOTEL ""AGROS""";89-751-52-40;biuro@hotel-agros.pl;sta≥y;***;hotel;11-400 KÍtrzyn, Kasztanowa 1
974;HOTEL MIKO£AJKI RESORT & SPA;733-889-830;rezerwacja@mikolajki-resort.pl;sta≥y;***;hotel;11-730 Jora Wielka, 54 C
975;HOTEL CITY SM BUSINESS & SPA;12 266-60-21;reservation@hotelcity.pl;sta≥y;***;hotel;30-426 KrakÛw, ul. Gajowa 16
976;SZYSZKO;87 565-46-46;;sta≥y;***;hotel;16-400 Suwa≥ki, Innowacyjna 3
977;SONATA;+48-46 862-31-;hotel.sonata@oit.pl;sta≥y;***;hotel;96-500 Chrzczany, Chrzczany 34
978;PA£AC KAWALERA;32 284-43-30;sekretariat@palackawalera.pl;sta≥y;***;hotel;42-622 åwierklaniec, Parkowa 30
979;ODEON;(017) 872 01 72;service@zapel.com.pl;sta≥y;***;hotel;36-040 Boguchwa≥a, Techniczna 1
980;NIEPO£OMICE;(12)281-01-44;recepcja@hotelniepolomice.pl;sta≥y;***;hotel;32-005 Niepo≥omice, ul. Koúciuszki 22
981;"""FAROS""";58 670-47-05;marketing@hotelfaros.pl;sta≥y;***;hotel;80-298 GdaÒsk, s≥owackiego 165
982;LIPOWY MOST GOLF PARK;730 731 732;recepcja@lipowymost.pl;sta≥y;***;hotel;16-030 Supraúl, Borki 29
983;AVIATOR;412 010 400;wellness@hotel-aviator.pl;sta≥y;***;hotel;26-001 Dπbrowa, SZybowcowa 41
984;WESTERN HOTEL;501333124;;sta≥y;***;hotel;86-031 Niwy, Szosa GdaÒska 46
985;Albatros;/0-16/ 678-08-;albatros@c-net.pl;sta≥y;***;hotel;37-700 Przemyúl, Ofiar Katynia 26
986;SOBOTEL;717151600;recepcja@sobotel.pl;sta≥y;***;hotel;55-050 SobÛtka, åW.ANNY 16
